claim_id,date_of_submission,date_of_decision,date_of_payout,amount_of_payout,suspicion_of_fraud
387370,2017-04-03,2017-04-17,2017-04-26,347281,not suspected of fraud
220928,2020-02-24,2020-03-02,2020-03-06,138803,not suspected of fraud
748493,2016-09-21,2016-10-18,2016-10-29,95020,not suspected of fraud
356401,2019-06-14,2019-07-08,2019-07-16,296448,not suspected of fraud
166489,2012-11-02,2012-12-25,2012-12-31,318323,fraud suspected
355394,2011-07-15,2011-08-30,2011-09-06,305366,not suspected of fraud
737151,2018-09-17,2018-09-26,2018-10-08,151803,not suspected of fraud
672673,2018-02-21,2018-03-30,2018-03-31,55170,not suspected of fraud
471025,2015-09-23,2015-11-01,2015-11-04,467095,not suspected of fraud
606135,2015-03-17,2015-04-14,2015-04-24,380495,not suspected of fraud
269563,2011-07-25,2011-09-20,2011-10-04,261133,fraud suspected
870524,2013-04-26,2013-06-12,2013-06-14,51681,fraud suspected
872210,2019-05-02,2019-05-03,2019-05-14,186829,not suspected of fraud
213619,2015-02-25,2015-03-15,2015-03-22,188552,not suspected of fraud
129104,2013-02-20,2013-04-02,2013-04-04,213691,not suspected of fraud
393325,2021-01-16,2021-01-28,2021-01-30,415456,not suspected of fraud
262860,2012-04-07,2012-04-11,2012-04-24,9450,not suspected of fraud
450357,2010-05-23,2010-06-22,2010-06-30,154460,not suspected of fraud
552202,2019-02-02,2019-03-23,2019-03-29,107304,not suspected of fraud
670829,2013-06-26,2013-07-03,2013-07-10,105313,not suspected of fraud
871617,2011-03-23,2011-04-09,2011-04-21,57930,not suspected of fraud
310040,2020-04-27,2020-05-25,2020-05-28,196344,not suspected of fraud
404118,2014-05-03,2014-06-11,2014-06-17,135607,not suspected of fraud
614969,2020-12-31,2021-01-06,2021-01-09,163662,not suspected of fraud
209717,2015-04-28,2015-05-15,2015-05-23,39407,not suspected of fraud
112271,2013-11-05,2013-12-08,2013-12-18,267148,not suspected of fraud
176097,2019-03-19,2019-05-03,2019-05-04,129597,fraud suspected
283037,2018-12-18,2019-01-24,2019-02-03,39368,fraud suspected
919051,2019-08-10,2019-08-24,2019-09-02,52160,not suspected of fraud
657173,2013-08-03,2013-09-11,2013-09-22,44945,not suspected of fraud
317091,2013-10-29,2013-11-05,2013-11-11,300154,not suspected of fraud
254485,2011-12-04,2011-12-15,2011-12-26,171244,not suspected of fraud
147907,2016-04-20,2016-05-26,2016-06-09,154276,not suspected of fraud
647804,2017-06-30,2017-07-16,2017-07-25,128231,fraud suspected
300762,2015-04-30,2015-06-01,2015-06-14,95297,not suspected of fraud
614165,2017-06-22,2017-07-23,2017-08-03,70383,not suspected of fraud
332504,2010-05-21,2010-06-23,2010-07-05,60525,not suspected of fraud
308055,2014-08-17,2014-09-27,2014-10-02,297550,not suspected of fraud
994202,2020-04-23,2020-05-29,2020-06-03,219920,not suspected of fraud
661573,2018-07-30,2018-08-12,2018-08-22,56054,fraud suspected
108843,2017-04-22,2017-06-09,2017-06-22,192968,not suspected of fraud
205675,2021-02-23,2021-04-24,2021-05-02,191512,fraud suspected
857842,2013-10-29,2013-11-20,2013-11-24,61361,not suspected of fraud
154577,2011-05-18,2011-06-12,2011-06-14,86117,not suspected of fraud
982288,2021-09-04,2021-09-14,2021-09-28,137688,not suspected of fraud
376800,2018-09-13,2018-10-13,2018-10-24,243481,not suspected of fraud
967266,2013-09-24,2013-11-23,2013-11-30,105206,not suspected of fraud
842625,2015-06-08,2015-07-24,2015-07-31,265673,not suspected of fraud
783075,2018-04-09,2018-04-17,2018-04-28,342448,not suspected of fraud
411426,2012-03-28,2012-04-05,2012-04-16,93025,not suspected of fraud
525047,2014-12-12,2015-02-05,2015-02-11,69490,not suspected of fraud
294127,2013-11-20,2013-11-24,2013-12-05,86250,not suspected of fraud
487894,2019-07-05,2019-08-18,2019-08-21,301300,not suspected of fraud
590943,2016-10-08,2016-10-15,2016-10-19,245328,not suspected of fraud
113097,2013-02-07,2013-03-15,2013-03-16,45034,not suspected of fraud
603602,2020-09-18,2020-09-22,2020-10-04,170544,not suspected of fraud
858994,2013-10-10,2013-11-14,2013-11-21,337896,not suspected of fraud
508191,2017-06-18,2017-08-03,2017-08-06,40823,not suspected of fraud
778459,2012-03-31,2012-04-09,2012-04-17,238227,not suspected of fraud
668297,2021-07-15,2021-08-25,2021-08-26,209185,not suspected of fraud
122205,2013-05-20,2013-07-02,2013-07-05,220106,not suspected of fraud
250747,2015-05-18,2015-07-12,2015-07-15,80963,not suspected of fraud
332531,2011-03-19,2011-05-04,2011-05-18,187923,not suspected of fraud
837421,2016-12-10,2016-12-21,2017-01-01,320017,not suspected of fraud
845184,2017-10-28,2017-11-15,2017-11-16,258683,not suspected of fraud
606497,2012-12-08,2012-12-17,2012-12-18,167012,not suspected of fraud
912997,2013-09-07,2013-10-16,2013-10-24,61817,not suspected of fraud
880301,2015-01-09,2015-01-17,2015-01-19,89185,not suspected of fraud
123741,2016-01-05,2016-02-05,2016-02-12,191315,not suspected of fraud
339241,2015-09-05,2015-09-16,2015-09-24,263398,not suspected of fraud
472175,2018-07-16,2018-08-18,2018-08-22,165998,not suspected of fraud
389977,2015-06-29,2015-07-29,2015-08-04,115563,not suspected of fraud
160518,2018-04-27,2018-06-16,2018-06-25,253097,not suspected of fraud
109111,2013-05-25,2013-06-18,2013-06-25,371109,not suspected of fraud
914674,2013-06-23,2013-08-02,2013-08-05,129216,not suspected of fraud
189931,2011-10-29,2011-10-31,2011-11-11,258134,not suspected of fraud
919781,2012-05-31,2012-06-04,2012-06-10,58031,not suspected of fraud
473295,2021-07-28,2021-09-06,2021-09-14,44752,fraud suspected
417311,2020-08-21,2020-09-12,2020-09-14,129945,not suspected of fraud
178595,2015-09-05,2015-09-25,2015-09-26,271005,not suspected of fraud
948744,2020-02-02,2020-03-28,2020-03-31,291187,fraud suspected
631946,2013-12-26,2014-01-11,2014-01-23,58283,not suspected of fraud
239245,2019-06-04,2019-06-09,2019-06-18,201292,not suspected of fraud
711381,2014-07-19,2014-07-26,2014-08-09,447750,not suspected of fraud
908230,2020-04-25,2020-06-17,2020-06-24,208990,not suspected of fraud
727487,2011-06-29,2011-08-18,2011-08-27,223882,not suspected of fraud
839968,2020-03-29,2020-04-14,2020-04-15,43048,not suspected of fraud
175071,2017-05-31,2017-06-05,2017-06-12,138021,not suspected of fraud
679374,2013-08-20,2013-09-29,2013-10-07,61428,not suspected of fraud
304337,2020-06-20,2020-07-06,2020-07-12,73624,not suspected of fraud
598048,2019-02-19,2019-03-16,2019-03-28,157803,not suspected of fraud
818920,2015-05-20,2015-06-05,2015-06-15,67193,not suspected of fraud
600038,2016-12-18,2017-01-25,2017-01-28,200518,not suspected of fraud
929621,2020-11-27,2020-12-02,2020-12-16,177379,not suspected of fraud
830963,2018-12-31,2019-02-28,2019-03-02,214510,not suspected of fraud
879768,2011-04-15,2011-05-02,2011-05-10,94732,fraud suspected
853496,2013-04-04,2013-04-12,2013-04-19,65851,not suspected of fraud
572325,2014-05-21,2014-05-30,2014-05-31,60377,not suspected of fraud
782311,2020-11-15,2020-12-04,2020-12-11,270382,not suspected of fraud
691350,2015-07-07,2015-07-22,2015-07-29,225301,not suspected of fraud
937740,2012-07-31,2012-09-24,2012-09-28,66680,not suspected of fraud
694099,2017-12-17,2018-01-13,2018-01-19,80393,not suspected of fraud
409426,2014-09-27,2014-11-17,2014-11-22,408368,not suspected of fraud
235593,2014-12-15,2015-01-24,2015-01-29,247677,not suspected of fraud
512866,2018-02-01,2018-03-21,2018-03-28,240308,not suspected of fraud
714319,2020-11-26,2021-01-09,2021-01-10,105679,not suspected of fraud
622763,2015-07-14,2015-08-19,2015-08-21,319890,not suspected of fraud
509046,2012-03-06,2012-04-17,2012-04-30,311785,not suspected of fraud
652231,2013-09-01,2013-09-19,2013-09-30,142558,not suspected of fraud
793013,2016-05-09,2016-05-22,2016-06-01,178462,not suspected of fraud
431696,2021-01-26,2021-01-30,2021-02-02,121457,not suspected of fraud
714067,2019-08-10,2019-08-24,2019-08-28,123479,fraud suspected
589756,2019-07-26,2019-08-31,2019-09-12,132307,not suspected of fraud
237157,2015-04-15,2015-06-02,2015-06-10,99333,not suspected of fraud
535527,2019-11-14,2019-12-05,2019-12-16,347115,not suspected of fraud
968483,2019-12-18,2020-02-03,2020-02-17,177415,not suspected of fraud
555640,2013-08-25,2013-08-27,2013-09-01,288764,not suspected of fraud
444650,2017-08-18,2017-09-24,2017-10-01,177657,not suspected of fraud
892238,2018-02-08,2018-03-06,2018-03-14,142821,not suspected of fraud
745836,2011-12-29,2012-02-02,2012-02-04,58820,not suspected of fraud
250575,2014-09-18,2014-10-23,2014-10-28,39297,not suspected of fraud
629017,2014-02-22,2014-03-20,2014-03-31,52696,not suspected of fraud
738023,2020-02-19,2020-04-08,2020-04-15,66896,not suspected of fraud
421215,2011-07-27,2011-08-07,2011-08-15,255597,not suspected of fraud
559705,2013-10-21,2013-10-23,2013-10-31,84764,not suspected of fraud
425859,2015-07-05,2015-07-17,2015-07-24,46184,not suspected of fraud
152060,2012-11-05,2013-01-04,2013-01-18,241531,not suspected of fraud
876277,2014-07-16,2014-08-10,2014-08-12,141841,not suspected of fraud
653078,2014-03-11,2014-03-31,2014-04-01,137355,fraud suspected
666626,2016-05-13,2016-06-14,2016-06-19,267651,not suspected of fraud
602900,2014-07-17,2014-08-23,2014-09-03,151153,not suspected of fraud
512408,2020-11-11,2021-01-01,2021-01-15,124272,not suspected of fraud
213459,2021-09-08,2021-11-05,2021-11-13,146977,not suspected of fraud
600618,2013-11-05,2013-11-09,2013-11-14,269657,not suspected of fraud
861854,2017-11-19,2018-01-08,2018-01-12,388062,not suspected of fraud
345526,2017-05-07,2017-06-08,2017-06-20,121501,not suspected of fraud
889085,2014-03-08,2014-04-16,2014-04-27,16493,not suspected of fraud
226826,2017-08-21,2017-09-29,2017-10-03,150884,not suspected of fraud
562686,2019-04-05,2019-05-30,2019-06-09,96191,not suspected of fraud
842515,2018-01-30,2018-03-31,2018-04-06,331633,not suspected of fraud
135722,2012-06-15,2012-07-17,2012-07-27,236837,not suspected of fraud
112013,2016-02-27,2016-03-15,2016-03-20,85671,not suspected of fraud
165468,2014-10-04,2014-10-06,2014-10-10,317348,not suspected of fraud
888059,2020-12-14,2020-12-19,2021-01-01,177469,not suspected of fraud
135350,2014-10-10,2014-11-02,2014-11-04,98086,not suspected of fraud
113866,2019-06-05,2019-06-15,2019-06-21,39952,not suspected of fraud
627048,2017-10-03,2017-10-08,2017-10-13,92473,not suspected of fraud
806092,2011-03-26,2011-04-16,2011-04-18,391927,not suspected of fraud
990731,2016-08-26,2016-09-15,2016-09-22,82864,not suspected of fraud
741120,2013-05-11,2013-06-13,2013-06-21,127749,not suspected of fraud
416735,2015-06-21,2015-08-10,2015-08-20,38332,not suspected of fraud
651809,2012-03-29,2012-05-19,2012-05-20,134322,not suspected of fraud
725686,2013-07-06,2013-08-22,2013-08-29,34300,fraud suspected
395931,2015-03-08,2015-03-09,2015-03-11,399764,not suspected of fraud
381463,2020-06-12,2020-07-02,2020-07-05,52693,fraud suspected
739676,2021-01-27,2021-02-02,2021-02-05,123863,not suspected of fraud
749459,2014-02-13,2014-03-15,2014-03-28,134925,not suspected of fraud
312326,2010-09-22,2010-10-13,2010-10-23,81828,not suspected of fraud
320980,2018-06-02,2018-06-04,2018-06-13,270642,fraud suspected
657223,2018-07-24,2018-08-14,2018-08-28,34806,not suspected of fraud
872930,2014-10-27,2014-11-14,2014-11-26,200617,not suspected of fraud
800707,2020-01-06,2020-02-20,2020-03-03,76179,not suspected of fraud
742609,2020-11-01,2020-12-05,2020-12-08,106070,not suspected of fraud
123395,2011-02-11,2011-04-06,2011-04-17,98357,not suspected of fraud
345982,2019-10-13,2019-10-18,2019-10-20,262615,not suspected of fraud
199671,2011-02-04,2011-02-08,2011-02-17,300646,not suspected of fraud
633576,2012-04-28,2012-05-30,2012-06-04,135262,fraud suspected
498983,2021-01-06,2021-01-24,2021-01-25,177561,not suspected of fraud
829410,2015-03-24,2015-04-10,2015-04-21,62277,not suspected of fraud
912887,2017-03-30,2017-04-26,2017-05-02,43310,not suspected of fraud
848518,2020-08-07,2020-08-18,2020-08-29,256592,not suspected of fraud
765102,2014-02-23,2014-04-11,2014-04-12,239939,not suspected of fraud
318700,2019-06-18,2019-08-15,2019-08-26,93934,not suspected of fraud
207762,2015-03-16,2015-05-10,2015-05-12,144320,not suspected of fraud
929670,2020-05-28,2020-06-21,2020-06-29,157652,not suspected of fraud
474965,2015-07-16,2015-09-10,2015-09-24,329381,not suspected of fraud
470256,2019-11-05,2020-01-04,2020-01-09,85510,not suspected of fraud
752106,2014-03-07,2014-03-25,2014-04-05,148186,not suspected of fraud
254270,2020-08-18,2020-10-08,2020-10-17,129166,fraud suspected
336465,2016-12-07,2016-12-11,2016-12-20,125110,not suspected of fraud
634915,2014-11-06,2014-11-23,2014-12-06,342306,not suspected of fraud
906198,2013-05-17,2013-06-28,2013-07-11,274358,not suspected of fraud
760691,2013-08-06,2013-08-08,2013-08-10,90848,not suspected of fraud
842810,2011-12-10,2012-01-11,2012-01-20,140789,not suspected of fraud
215707,2016-02-23,2016-03-21,2016-04-03,94784,not suspected of fraud
111705,2017-08-11,2017-09-08,2017-09-11,50239,not suspected of fraud
159751,2020-04-14,2020-05-27,2020-06-02,153651,not suspected of fraud
113498,2011-06-05,2011-07-09,2011-07-20,259645,not suspected of fraud
121401,2016-03-17,2016-05-07,2016-05-10,179026,not suspected of fraud
781869,2015-11-10,2015-12-25,2015-12-28,195756,not suspected of fraud
877370,2021-03-22,2021-05-02,2021-05-04,217780,not suspected of fraud
214253,2013-11-16,2013-11-29,2013-12-08,307121,not suspected of fraud
538595,2018-10-18,2018-11-06,2018-11-09,251786,not suspected of fraud
739319,2020-09-21,2020-11-08,2020-11-11,59599,not suspected of fraud
662102,2016-10-06,2016-10-16,2016-10-27,147832,not suspected of fraud
137626,2017-04-18,2017-05-08,2017-05-11,59551,not suspected of fraud
528775,2021-05-23,2021-07-15,2021-07-27,148366,not suspected of fraud
878478,2014-10-19,2014-10-22,2014-11-03,113748,not suspected of fraud
527338,2012-11-12,2013-01-04,2013-01-18,62386,not suspected of fraud
885975,2014-10-04,2014-10-25,2014-10-26,169130,fraud suspected
976630,2017-01-19,2017-02-21,2017-02-23,316546,not suspected of fraud
508853,2021-03-06,2021-04-07,2021-04-14,79344,not suspected of fraud
121571,2021-01-04,2021-02-10,2021-02-21,166658,not suspected of fraud
277840,2020-05-27,2020-07-08,2020-07-21,136887,not suspected of fraud
209088,2010-08-25,2010-10-11,2010-10-14,73763,not suspected of fraud
413512,2020-11-10,2021-01-06,2021-01-12,182289,not suspected of fraud
239456,2011-06-11,2011-08-10,2011-08-11,128340,not suspected of fraud
144755,2017-09-25,2017-10-22,2017-10-27,248909,fraud suspected
312028,2012-12-05,2013-01-19,2013-01-22,454406,not suspected of fraud
386389,2017-04-16,2017-04-30,2017-05-10,79922,not suspected of fraud
124889,2012-02-16,2012-04-03,2012-04-14,47263,not suspected of fraud
838806,2015-10-01,2015-11-27,2015-12-06,307083,not suspected of fraud
633584,2010-11-07,2010-12-11,2010-12-25,59646,not suspected of fraud
659885,2020-02-13,2020-02-14,2020-02-23,242638,fraud suspected
550046,2019-10-06,2019-11-18,2019-11-19,229415,not suspected of fraud
669469,2010-06-21,2010-07-21,2010-07-26,68681,fraud suspected
454530,2014-11-27,2015-01-15,2015-01-24,290152,not suspected of fraud
266580,2011-04-25,2011-05-01,2011-05-06,143982,not suspected of fraud
510267,2014-06-29,2014-08-21,2014-08-26,43204,not suspected of fraud
377317,2021-04-01,2021-05-22,2021-05-23,53253,not suspected of fraud
426038,2020-12-08,2020-12-16,2020-12-30,326069,not suspected of fraud
447466,2017-05-11,2017-06-14,2017-06-20,377698,not suspected of fraud
361201,2010-06-08,2010-07-25,2010-08-01,84000,not suspected of fraud
610110,2016-06-22,2016-08-12,2016-08-16,199702,not suspected of fraud
936512,2018-03-30,2018-04-30,2018-05-09,239763,not suspected of fraud
562481,2020-08-10,2020-09-12,2020-09-24,295477,not suspected of fraud
355474,2012-02-05,2012-02-23,2012-02-25,323029,not suspected of fraud
871604,2013-12-08,2014-01-02,2014-01-08,27762,not suspected of fraud
648334,2013-11-25,2013-11-28,2013-12-07,23731,not suspected of fraud
553040,2019-02-03,2019-02-16,2019-02-18,75396,not suspected of fraud
964202,2015-03-19,2015-03-26,2015-04-09,128018,not suspected of fraud
909184,2016-03-09,2016-03-14,2016-03-26,288600,not suspected of fraud
692869,2020-02-18,2020-04-13,2020-04-20,95173,not suspected of fraud
249993,2018-07-06,2018-07-14,2018-07-25,66232,fraud suspected
621317,2015-07-27,2015-08-29,2015-09-09,375010,not suspected of fraud
675285,2019-01-14,2019-03-09,2019-03-11,195831,fraud suspected
558805,2020-07-23,2020-07-31,2020-08-07,54804,not suspected of fraud
469920,2019-01-06,2019-02-20,2019-03-06,44608,not suspected of fraud
959726,2012-10-28,2012-11-09,2012-11-20,205594,not suspected of fraud
324226,2014-03-12,2014-04-11,2014-04-21,50601,not suspected of fraud
610656,2015-11-03,2016-01-01,2016-01-09,100498,not suspected of fraud
239284,2013-01-10,2013-02-06,2013-02-18,89623,not suspected of fraud
357678,2015-11-19,2015-12-20,2015-12-28,251745,not suspected of fraud
371759,2012-03-31,2012-05-25,2012-05-26,130989,not suspected of fraud
729712,2019-06-05,2019-07-09,2019-07-10,99221,not suspected of fraud
315346,2013-06-18,2013-08-13,2013-08-14,83062,not suspected of fraud
288735,2010-05-13,2010-05-29,2010-06-04,300481,not suspected of fraud
558065,2014-09-15,2014-09-29,2014-10-08,303763,not suspected of fraud
783436,2021-01-10,2021-01-11,2021-01-23,159994,not suspected of fraud
380700,2016-05-29,2016-06-29,2016-07-04,48458,not suspected of fraud
808290,2018-11-19,2018-11-30,2018-12-11,32406,not suspected of fraud
944883,2011-11-24,2011-12-03,2011-12-13,440885,not suspected of fraud
944943,2016-01-25,2016-02-02,2016-02-16,102510,not suspected of fraud
678708,2019-06-07,2019-07-22,2019-07-31,280510,not suspected of fraud
688833,2019-11-12,2020-01-05,2020-01-09,127809,not suspected of fraud
746075,2018-09-15,2018-10-06,2018-10-09,188323,not suspected of fraud
239410,2020-01-04,2020-02-21,2020-02-24,115270,not suspected of fraud
207872,2019-07-29,2019-08-10,2019-08-22,165322,not suspected of fraud
525646,2021-10-09,2021-11-27,2021-12-01,170958,not suspected of fraud
546330,2014-11-06,2014-11-11,2014-11-17,111992,not suspected of fraud
453304,2011-06-24,2011-07-14,2011-07-24,55491,not suspected of fraud
118889,2018-06-11,2018-06-22,2018-07-01,97906,not suspected of fraud
739058,2019-08-14,2019-09-07,2019-09-19,126201,not suspected of fraud
616790,2013-11-09,2013-12-11,2013-12-13,77452,not suspected of fraud
423602,2014-04-18,2014-05-07,2014-05-16,62241,not suspected of fraud
956666,2013-04-24,2013-06-03,2013-06-15,367741,not suspected of fraud
465316,2012-05-25,2012-06-12,2012-06-16,413466,not suspected of fraud
885302,2015-01-07,2015-01-18,2015-01-27,88776,not suspected of fraud
858808,2011-02-23,2011-03-26,2011-04-04,102398,not suspected of fraud
360850,2019-08-16,2019-09-16,2019-09-27,208167,not suspected of fraud
653822,2020-05-10,2020-06-16,2020-06-21,119736,not suspected of fraud
849506,2012-07-26,2012-08-03,2012-08-15,215488,not suspected of fraud
464404,2019-06-01,2019-07-03,2019-07-15,110566,not suspected of fraud
682703,2020-01-25,2020-02-29,2020-03-08,123539,not suspected of fraud
484680,2012-05-27,2012-07-11,2012-07-19,283084,not suspected of fraud
396246,2013-03-30,2013-04-24,2013-05-04,320831,not suspected of fraud
715765,2018-10-09,2018-11-05,2018-11-07,193768,not suspected of fraud
721167,2015-03-16,2015-05-11,2015-05-12,83874,not suspected of fraud
110773,2012-10-20,2012-10-28,2012-11-10,103257,not suspected of fraud
120430,2020-07-01,2020-08-07,2020-08-15,33241,not suspected of fraud
349362,2020-02-26,2020-03-13,2020-03-24,198324,not suspected of fraud
660857,2020-08-14,2020-10-04,2020-10-17,255820,not suspected of fraud
914612,2019-09-17,2019-11-09,2019-11-20,81055,fraud suspected
992477,2019-05-25,2019-07-23,2019-08-06,303875,not suspected of fraud
871941,2018-09-17,2018-11-09,2018-11-15,112853,not suspected of fraud
525273,2015-08-11,2015-10-09,2015-10-17,155177,fraud suspected
770937,2017-09-16,2017-10-21,2017-10-25,52425,not suspected of fraud
329572,2014-11-25,2014-12-04,2014-12-11,94356,not suspected of fraud
953392,2021-09-13,2021-11-09,2021-11-10,107356,fraud suspected
327200,2019-09-09,2019-09-17,2019-09-22,45023,fraud suspected
145220,2018-09-27,2018-10-31,2018-11-11,76005,not suspected of fraud
491844,2017-01-12,2017-01-28,2017-02-06,141156,not suspected of fraud
677571,2012-01-26,2012-03-16,2012-03-27,185274,not suspected of fraud
361468,2017-02-12,2017-02-25,2017-03-03,121965,not suspected of fraud
220986,2018-03-17,2018-04-15,2018-04-25,6553,not suspected of fraud
208350,2016-10-23,2016-11-03,2016-11-17,215084,not suspected of fraud
991820,2020-02-25,2020-04-24,2020-04-27,130878,not suspected of fraud
123686,2018-06-27,2018-07-17,2018-07-24,64357,fraud suspected
242148,2014-10-21,2014-11-28,2014-12-08,60614,not suspected of fraud
803481,2016-08-02,2016-08-16,2016-08-18,174100,not suspected of fraud
771429,2011-07-30,2011-08-09,2011-08-11,82125,not suspected of fraud
293222,2015-09-11,2015-10-09,2015-10-21,129386,not suspected of fraud
526036,2015-11-23,2016-01-11,2016-01-12,98070,not suspected of fraud
636085,2016-07-28,2016-09-07,2016-09-13,107084,not suspected of fraud
579950,2015-06-21,2015-08-01,2015-08-14,155142,not suspected of fraud
853188,2010-12-11,2010-12-18,2010-12-28,156024,not suspected of fraud
500265,2015-06-17,2015-07-23,2015-07-31,145871,not suspected of fraud
422167,2015-09-22,2015-10-22,2015-11-01,103344,not suspected of fraud
871588,2020-01-05,2020-02-25,2020-03-04,368874,not suspected of fraud
412494,2019-12-19,2020-02-11,2020-02-19,236891,not suspected of fraud
243885,2017-12-02,2018-01-19,2018-02-02,31138,not suspected of fraud
354094,2020-02-07,2020-03-21,2020-03-22,130718,not suspected of fraud
366704,2011-06-14,2011-07-04,2011-07-18,84113,not suspected of fraud
328314,2020-09-17,2020-09-24,2020-10-05,408753,not suspected of fraud
396275,2012-08-05,2012-09-22,2012-10-05,131383,fraud suspected
330603,2012-04-13,2012-05-26,2012-05-28,311793,not suspected of fraud
821614,2019-04-21,2019-05-16,2019-05-30,184046,not suspected of fraud
632125,2011-12-27,2012-02-09,2012-02-11,296660,not suspected of fraud
924186,2015-12-30,2016-01-03,2016-01-09,200290,not suspected of fraud
858777,2014-05-07,2014-05-25,2014-06-06,126078,not suspected of fraud
931533,2019-12-02,2019-12-04,2019-12-18,65952,not suspected of fraud
916789,2011-03-04,2011-03-09,2011-03-19,88660,not suspected of fraud
705579,2016-07-10,2016-08-03,2016-08-13,77708,not suspected of fraud
733157,2012-01-17,2012-01-27,2012-01-30,58937,not suspected of fraud
502062,2017-02-23,2017-03-02,2017-03-16,51538,not suspected of fraud
661388,2014-05-28,2014-07-02,2014-07-13,93486,not suspected of fraud
405625,2016-11-08,2016-12-05,2016-12-15,84231,not suspected of fraud
872307,2019-06-26,2019-08-06,2019-08-18,27821,not suspected of fraud
975121,2014-02-06,2014-02-11,2014-02-22,121763,not suspected of fraud
367326,2011-09-28,2011-11-02,2011-11-03,472451,not suspected of fraud
214798,2018-02-15,2018-04-15,2018-04-23,92341,not suspected of fraud
344629,2012-02-27,2012-03-06,2012-03-10,161660,not suspected of fraud
658984,2015-01-29,2015-02-22,2015-03-05,81258,fraud suspected
307206,2018-03-29,2018-04-04,2018-04-18,69227,fraud suspected
799657,2017-09-08,2017-09-26,2017-10-09,180737,not suspected of fraud
530773,2013-11-10,2013-11-17,2013-11-29,91817,not suspected of fraud
105612,2018-09-26,2018-10-10,2018-10-16,27964,not suspected of fraud
857640,2013-03-27,2013-04-19,2013-04-26,86277,not suspected of fraud
701569,2019-05-09,2019-05-22,2019-06-02,147585,not suspected of fraud
810525,2019-11-22,2020-01-16,2020-01-30,167839,not suspected of fraud
299301,2014-02-21,2014-03-24,2014-03-25,189738,not suspected of fraud
673739,2015-01-18,2015-02-09,2015-02-19,400179,fraud suspected
401838,2020-07-12,2020-07-18,2020-07-19,436866,not suspected of fraud
813998,2015-11-12,2015-12-05,2015-12-06,15590,not suspected of fraud
795428,2018-06-24,2018-08-18,2018-08-28,85464,not suspected of fraud
312027,2013-09-07,2013-09-09,2013-09-22,29433,not suspected of fraud
434295,2017-07-20,2017-07-27,2017-07-29,192353,not suspected of fraud
500187,2019-03-14,2019-03-22,2019-03-24,211984,not suspected of fraud
988832,2014-07-31,2014-09-28,2014-10-12,354811,not suspected of fraud
161550,2017-10-29,2017-11-08,2017-11-17,97398,fraud suspected
866157,2019-11-27,2019-12-16,2019-12-29,103584,not suspected of fraud
517166,2019-10-15,2019-12-02,2019-12-10,200211,not suspected of fraud
427092,2015-06-04,2015-07-02,2015-07-07,479375,not suspected of fraud
280971,2016-05-17,2016-07-16,2016-07-25,27736,not suspected of fraud
285408,2014-08-29,2014-10-22,2014-11-05,194431,not suspected of fraud
329765,2019-04-23,2019-06-17,2019-07-01,324805,not suspected of fraud
310786,2014-07-26,2014-07-30,2014-08-13,150842,not suspected of fraud
606160,2013-03-25,2013-05-07,2013-05-17,334193,not suspected of fraud
303187,2011-09-22,2011-10-11,2011-10-22,165070,not suspected of fraud
106964,2014-02-25,2014-04-16,2014-04-21,134076,not suspected of fraud
326515,2019-02-19,2019-02-20,2019-03-03,79664,not suspected of fraud
925042,2020-02-12,2020-04-08,2020-04-19,196361,not suspected of fraud
427189,2018-04-03,2018-05-09,2018-05-20,109441,not suspected of fraud
781412,2011-05-11,2011-06-25,2011-07-07,58478,not suspected of fraud
238159,2019-11-02,2019-12-04,2019-12-13,319965,not suspected of fraud
923517,2010-10-30,2010-11-29,2010-12-11,25132,not suspected of fraud
182351,2014-05-26,2014-06-26,2014-07-09,292065,not suspected of fraud
116052,2014-09-06,2014-09-24,2014-10-04,25274,not suspected of fraud
596721,2016-03-13,2016-04-07,2016-04-15,121795,not suspected of fraud
628914,2019-10-14,2019-12-12,2019-12-21,79778,not suspected of fraud
278878,2014-04-02,2014-04-24,2014-05-03,236969,not suspected of fraud
387257,2014-07-31,2014-08-07,2014-08-21,399614,not suspected of fraud
419048,2013-07-30,2013-08-10,2013-08-22,122882,fraud suspected
372018,2015-06-23,2015-07-24,2015-08-03,35566,not suspected of fraud
390186,2019-05-15,2019-06-03,2019-06-17,88397,not suspected of fraud
993474,2019-07-09,2019-08-12,2019-08-17,46157,not suspected of fraud
356043,2014-08-09,2014-08-30,2014-09-12,226917,not suspected of fraud
223511,2011-06-26,2011-08-08,2011-08-19,144140,not suspected of fraud
323159,2015-06-13,2015-07-09,2015-07-20,102998,not suspected of fraud
133249,2020-02-03,2020-02-21,2020-02-26,28260,not suspected of fraud
733245,2019-04-19,2019-05-29,2019-05-30,44222,not suspected of fraud
669747,2021-04-16,2021-05-11,2021-05-25,21247,not suspected of fraud
715878,2019-05-18,2019-06-23,2019-07-03,180086,not suspected of fraud
253902,2015-07-04,2015-07-14,2015-07-17,17348,not suspected of fraud
105638,2015-01-22,2015-02-26,2015-03-10,191848,not suspected of fraud
584477,2014-07-21,2014-09-03,2014-09-11,40359,not suspected of fraud
264538,2015-12-09,2016-01-12,2016-01-22,18210,not suspected of fraud
164951,2018-06-23,2018-07-28,2018-08-03,122420,fraud suspected
596870,2012-07-11,2012-08-09,2012-08-14,246252,not suspected of fraud
